graph,nodes,edges,min_cut,edges_to_remove,solutions_tested,basic_operations,time_elapsed
Graph_23_190_1,23,190,13,"{(6, 18), (16, 18), (18, 20), (15, 18), (9, 18), (4, 18), (13, 18), (0, 18), (3, 18), (17, 18), (7, 18), (10, 18), (5, 18)}",4194303,530579456,48.58203721046448
Graph_23_190_2,23,190,12,"{(10, 21), (5, 21), (6, 21), (9, 21), (4, 21), (16, 21), (0, 21), (11, 21), (14, 21), (13, 21), (8, 21), (3, 21)}",4194303,530579456,47.82101082801819
Graph_23_190_3,23,190,13,"{(1, 12), (9, 12), (4, 12), (12, 13), (0, 12), (11, 12), (12, 22), (7, 12), (2, 12), (12, 21), (12, 18), (10, 12), (12, 14)}",4194303,530579456,47.14817118644714
Graph_23_190_4,23,190,12,"{(13, 14), (9, 13), (4, 13), (11, 13), (13, 20), (7, 13), (10, 13), (13, 19), (3, 13), (1, 13), (13, 22), (13, 15)}",4194303,530579456,49.123804330825806
Graph_23_253_0,23,253,22,"{(0, 2), (0, 5), (0, 8), (0, 14), (0, 11), (0, 17), (0, 20), (0, 1), (0, 7), (0, 4), (0, 10), (0, 16), (0, 13), (0, 19), (0, 22), (0, 3), (0, 9), (0, 6), (0, 12), (0, 15), (0, 21), (0, 18)}",4194303,530579456,48.1796395778656
Graph_24_35_0,24,35,1,"{(6, 7)}",7,161,0.0010013580322265
Graph_24_35_1,24,35,1,"{(1, 6)}",7,161,0.0157718658447265
Graph_24_35_2,24,35,1,"{(3, 5)}",4,92,0.002004861831665
Graph_24_35_3,24,35,1,"{(4, 10)}",5,115,0.0
Graph_24_35_4,24,35,1,"{(1, 6)}",2,46,0.0009989738464355
Graph_24_70_0,24,70,1,"{(8, 11)}",12,276,0.0
Graph_24_70_1,24,70,3,"{(2, 3), (2, 9), (2, 15)}",9740685,1352327136,157.89140224456787
Graph_24_70_2,24,70,3,"{(2, 22), (2, 12), (2, 19)}",9740685,1352327136,151.0384566783905
Graph_24_70_3,24,70,3,"{(6, 7), (6, 10), (6, 16)}",9740685,1352327136,154.7878062725067
Graph_24_70_4,24,70,2,"{(6, 18), (4, 6)}",9740685,1352327136,143.78559923171997
Graph_24_139_0,24,139,8,"{(5, 8), (5, 17), (4, 5), (5, 6), (5, 19), (2, 5), (5, 12), (5, 18)}",9740685,1352327136,153.53395438194275
Graph_24_139_1,24,139,8,"{(6, 15), (6, 21), (6, 13), (6, 10), (5, 6), (6, 16), (6, 9), (6, 22)}",9740685,1352327136,170.8888964653015
Graph_24_139_2,24,139,4,"{(18, 19), (19, 21), (17, 19), (10, 19)}",9740685,1352327136,147.3826503753662
Graph_24_139_3,24,139,7,"{(3, 14), (14, 20), (1, 14), (14, 19), (4, 14), (11, 14), (7, 14)}",9740685,1352327136,154.13132691383362
Graph_24_139_4,24,139,8,"{(0, 1), (1, 5), (1, 20), (1, 4), (1, 23), (1, 7), (1, 19), (1, 3)}",9740685,1352327136,164.70571160316467
Graph_24_208_0,24,208,14,"{(2, 4), (4, 23), (3, 4), (4, 13), (4, 9), (4, 22), (1, 4), (4, 15), (4, 21), (4, 5), (4, 8), (4, 14), (4, 11), (4, 7)}",9740685,1352327136,160.24799156188965
Graph_24_208_1,24,208,14,"{(9, 19), (4, 19), (19, 23), (16, 19), (0, 19), (11, 19), (12, 19), (7, 19), (13, 19), (14, 19), (19, 22), (10, 19), (6, 19), (19, 21)}",9740685,1352327136,156.18605160713196
Graph_24_208_2,24,208,13,"{(2, 14), (2, 4), (2, 23), (2, 7), (2, 20), (2, 10), (2, 16), (2, 13), (2, 19), (2, 9), (2, 22), (2, 6), (2, 21)}",9740685,1352327136,143.53686261177063
Graph_24_208_3,24,208,14,"{(3, 8), (3, 14), (3, 4), (3, 23), (3, 7), (3, 20), (3, 15), (3, 16), (2, 3), (3, 13), (3, 22), (3, 12), (1, 3), (3, 5)}",9740685,1352327136,157.92864441871643
Graph_24_208_4,24,208,14,"{(0, 1), (0, 7), (0, 23), (0, 20), (0, 10), (0, 16), (0, 13), (0, 19), (0, 3), (0, 9), (0, 22), (0, 12), (0, 18), (0, 8)}",9740685,1352327136,140.19306898117063
Graph_24_276_0,24,276,23,"{(0, 2), (0, 5), (0, 8), (0, 14), (0, 11), (0, 17), (0, 23), (0, 20), (0, 1), (0, 7), (0, 4), (0, 10), (0, 16), (0, 13), (0, 19), (0, 22), (0, 3), (0, 9), (0, 6), (0, 12), (0, 15), (0, 21), (0, 18)}",9740685,1352327136,146.19689655303955
